code,Unnamed: 0,industry,price,pe-ratio,price-fcf,price-book,price-sales
MMM,0,Industrials,177.63,0.36080037380675434,0.4954636619108127,0.7407826999650134,0.6550219941348973
ABT,1,Health Care,122.38,1.7690493328212424,1.5364541327964383,0.6409543008513403,1.2896383186705767
ABBV,2,Health Care,108.69,0.7167149092182089,0.39113852319034825,1.1708844942771937,0.8141862170087976
ABMD,3,Health Care,323.78,1.3858868525129235,2.023843093567896,1.0831847791679854,3.7138318670576727
ACN,4,Information Technology,259.27,0.6000185383150868,0.6430691987382191,0.8322143178448261,0.7652126099706744
ATVI,5,Communication Services,95.69,0.8247671044988775,1.2370442145491607,0.47954950602269125,1.8773216031280544
ADBE,6,Information Technology,476.62,0.826270439389739,1.4066129384756123,1.60565116705263,3.6709799608993148
AMD,7,Information Technology,86.94,0.8009016631064515,4.362276543525057,1.683088149542675,2.2099340175953075
AAP,8,Consumer Discretionary,166.15,0.567696838161565,0.5552164503420386,0.2817586591806474,0.2305840664711632
AES,9,Utilities,28.0,,0.9696101128137287,0.42636989154157573,0.3999511241446725
AFL,10,Financials,49.85,0.17551434850807737,0.20057557630157413,0.10076137480632424,0.32853128054740954
A,11,Health Care,125.02,1.4067456241236265,1.5690759253994317,0.732385918731153,1.4345185728250243
APD,12,Materials,263.26,0.5806631015952453,2.646241057389367,0.41610715892241307,1.3304496578690124
AKAM,13,Information Technology,97.54,0.6840173753419717,1.0293629012449546,0.36106159305599517,1.0284457478005864
ALK,14,Industrials,67.45,,2.2011635305881283,0.22484714192892724,0.47953323558162264
ALB,15,Materials,160.9,0.4903064107590919,0.0,0.3694583742898555,1.1202712609970673
ARE,16,Real Estate,163.91,0.4903064107590919,0.0,0.1558069406727421,2.211974584555229
ALXN,17,Health Care,154.49,1.075260280688671,0.382417845959845,0.27149592656148475,1.1508797653958942
ALGN,18,Health Care,573.26,0.5267309623855898,4.1742975010008765,1.390133782050214,3.7485215053763437
ALLE,19,Industrials,109.33,0.8632900610772027,0.7393196363193288,1.1177048797960782,0.7611314760508308
LNT,20,Utilities,47.53,0.4903064107590919,0.0,0.1875281142228812,0.7060361681329422
ALL,21,Financials,108.36,0.22550023362922145,0.2215697992638967,0.11289005881078919,0.15508308895405667
GOOGL,22,Communication Services,2083.81,1.075824031272744,1.1517753705175737,0.589640637755527,1.7099951124144672
GOOG,23,Communication Services,2095.17,1.0816494539748323,1.1582351314290575,0.5933725405261316,1.720197947214076
MO,24,Consumer Staples,45.0,0.6218168942325782,0.33170872280469665,2.4145410925811768,0.6529814271749755
AMZN,25,Consumer Discretionary,3159.53,2.1448830555366114,1.677922896757935,1.5869916531996069,0.8509164222873898
AMCR,26,Materials,11.41,0.8933567588944323,0.5400360122000514,0.34240207920297216,0.29588220918866076
AEE,27,Utilities,71.4,0.4903064107590919,0.0,0.19032704130083467,0.6264540566959921
AAL,28,Industrials,21.82,0.0346706609204928,0.0,0.0,0.1163123167155425
AEP,29,Utilities,77.1,0.4903064107590919,0.0,0.17260050314046282,0.5244257086999021
AXP,30,Financials,139.89,0.6990507242505866,0.8853102329188642,0.4571580893990637,0.6019672531769306
AIG,31,Financials,45.43,,1.043897363295793,0.05691151725172017,0.17752932551319645
AMT,32,Real Estate,224.78,0.9985902012547357,1.1527443346542963,2.2232810755876913,2.6078445747800583
AWK,33,Utilities,149.94,0.4903064107590919,0.0,0.38905086383552967,1.4773704789833821
AMP,34,Financials,232.1,0.41811501652084815,0.17828940115695477,0.42357096446362225,0.4999389051808406
ABC,35,Health Care,105.2,0.0346706609204928,0.2648501973708386,0.0,0.02244623655913978
AME,36,Industrials,123.01,0.6131727186101248,0.7609598353727997,0.4450294053945987,1.2773949169110457
AMGN,37,Health Care,229.99,0.35102869701615474,0.4431395985277934,1.3192276294087266,1.0917033235581621
APH,38,Information Technology,129.55,0.622568561678009,0.9689641367225803,0.663345717474968,0.9427419354838709
ADI,39,Information Technology,161.76,1.113407403544281,1.018704295741006,0.4608899921696683,2.0977028347996085
ANSS,40,Information Technology,385.37,1.6384471141776515,2.3064576334453153,0.8602035886243606,4.419868035190615
ANTM,41,Health Care,305.79,0.32077408233756755,0.2596823886416515,0.21085250653915996,0.1305962854349951
AON,42,Financials,233.7,0.7118290708229091,0.7066978437163352,1.3808040251237026,1.0039589442815249
AOS,43,Industrials,61.3,0.5408247269874161,0.6372554139178837,0.5010079469536678,0.7019550342130986
APA,44,Energy,20.81,0.0346706609204928,1.20539138608289,0.0,0.3448558162267839
AAPL,45,Information Technology,125.35,0.6379777443093391,0.8704527828224513,2.9705946054012626,1.5100195503421308
AMAT,46,Information Technology,122.81,0.7796670577730332,1.0826559287646964,0.9898872099028705,1.2712732160312805
APTV,47,Consumer Discretionary,155.22,0.42901419447959377,1.6175241322355607,0.48234843310064474,0.6427785923753665
ADM,48,Consumer Staples,58.48,0.4903064107590919,0.0,0.15114206220948637,0.10406891495601171
ANET,49,Information Technology,286.36,0.9474768149654456,0.85494935663489,0.6549489362411075,2.003836754643206
AJG,50,Financials,123.79,0.5537909904210964,0.4715625465383224,0.3591956416706929,0.7019550342130986
AIZ,51,Financials,128.13,0.5167713687336325,0.24643987877310958,0.1184879129666961,0.16120478983382208
T,52,Communication Services,29.38,0.4639667306921232,0.24353298636294185,0.0998283991136731,0.2509897360703812
ATO,53,Utilities,88.67,0.4903064107590919,0.0,0.14741015943888175,0.7856182795698924
ADSK,54,Information Technology,298.91,2.9254896976164333,1.5400070012977543,88.47595088549389,3.709750733137829
ADP,55,Information Technology,176.62,0.5752135126158724,0.8368620260827352,1.1960748379787747,1.0651759530791787
AZO,56,Consumer Discretionary,1189.86,0.0346706609204928,0.3688523480457289,0.0,0.4489247311827957
AVB,57,Real Estate,185.0,1.0076102105999045,2.3800989078362313,0.22578011762157837,2.30380009775171
AVY,58,Materials,180.52,0.7815462263866101,0.9486158898514061,1.0533295570031487,0.4448435972629521
BKR,59,Energy,25.15,,0.35625581426833536,0.1408793295903237,0.16732649071358746
BLL,60,Materials,86.26,0.9262422096320271,2.9065694221221667,0.7902304116755244,0.495857771260997
BAC,61,Financials,36.38,0.5340597199785395,0.26904904196330315,0.10915815604018458,0.697873900293255
BK,62,Financials,44.26,0.2736069501367887,0.5145199565996902,0.08116888526065008,0.4978983382209188
BAX,63,Health Care,78.51,0.6894669643213446,1.1311041356008256,0.42357096446362225,0.7101173020527858
BDX,64,Health Care,246.71,0.8897863385286364,0.6592186010169288,0.27149592656148475,0.7856182795698924
BRK.B,65,Financials,248.45,0.31043865496289486,0.7150955329012643,0.07650400679739432,0.4978983382209188
BBY,66,Consumer Discretionary,113.46,0.32396866898064813,0.20057557630157413,0.6680105959382237,0.1346774193548387
BIO,67,Health Care,594.74,0.08850884169946942,1.2160499915868381,0.16793562467720707,1.436559139784946
BIIB,68,Health Care,282.74,0.24015774881512084,0.38726266664345793,0.4301017943121803,0.6999144672531769
BLK,69,Financials,712.1,0.6118573005806209,1.2861383974764382,0.29855222164836814,1.3875855327468227
BA,70,Industrials,229.34,0.0346706609204928,0.0,0.0,0.455046432062561
BKNG,71,Consumer Discretionary,2443.5,1.3830680995925582,2.4518022539537023,1.9004714859303933,2.3507331378299114
BWA,72,Consumer Discretionary,46.0,1.252841714671683,0.5384210719721805,0.21365143361711345,0.19997556207233624
BXP,73,Real Estate,104.69,0.35835745460910445,0.8685148545490061,0.17913133298902087,1.2018939393939392
BSX,74,Health Care,39.53,,1.6020207060479994,0.33960315212501874,1.1590420332355813
BMY,75,Health Care,62.59,,0.3433362924453676,0.34240207920297216,0.6815493646138806
AVGO,76,Information Technology,480.88,1.4366244050794985,0.5632911514813934,0.7650400679739432,1.7263196480938416
BR,77,Information Technology,145.08,0.6885273800145562,0.943448081122219,1.0934475117871483,0.7407258064516128
BF.B,78,Consumer Staples,75.04,0.7343790941858311,1.6042816223670189,1.3938656848208186,2.1997311827956985
CHRW,79,Industrials,90.03,0.6432394164273542,0.7674195962842837,0.6092331273012012,0.15508308895405667
COG,80,Energy,19.2,0.581978519624749,3.1039151179679987,0.33680422504706525,1.0794599217986314
CDNS,81,Information Technology,139.42,0.6804469549761758,1.5048013043301673,1.514219549172817,3.1547165200391003
CPB,82,Consumer Staples,46.24,0.1493939047793592,0.40534999719561277,0.4711527247888309,0.32445014662756594
COF,83,Financials,124.48,,0.12015155295359996,0.09049864218716158,0.3673020527859237
CAH,84,Health Care,52.55,0.21046688472060668,0.16633884347070962,0.7295869916531996,0.020405669599217986
KMX,85,Consumer Discretionary,121.84,0.5043688558840254,1.1931178403510705,0.44876130816520327,0.22038123167155424
CCL,86,Consumer Discretionary,27.01,0.4903064107590919,0.0,0.1334155240491145,0.6795087976539589
CARR,87,Industrials,37.45,,,0.4608899921696683,
CTLT,88,Health Care,115.15,0.4903064107590919,0.0,0.4786165303300401,1.1100684261974583
CAT,89,Industrials,222.47,0.7657612100325646,0.7909977236111997,0.7361178215017576,0.5958455522971651
CBOE,90,Financials,104.2,0.4087191734529639,0.7855069268364384,0.3442680305882745,0.8937683284457476
CBRE,91,Real Estate,77.18,0.4575775574059619,0.5216256936023224,0.3666594472119021,0.22242179863147604
CDW,92,Information Technology,162.1,0.8016533305518823,0.9692871247681546,1.7437315695650002,0.2591520039100684
CE,93,Materials,141.21,0.15634682864959354,0.5519865698862966,0.3862519367575762,0.6060483870967741
CNC,94,Health Care,59.35,0.35986078949996586,1.6911654066264767,0.124085767122603,0.06325757575757575
CNP,95,Utilities,20.81,0.4903064107590919,0.0,0.1259517185079053,0.17956989247311825
CERN,96,Health Care,70.29,0.6381656611706967,0.9460319854868126,0.4562251137064125,0.8060239491691104
CF,97,Materials,48.61,0.8537063011479609,0.3649764914988386,0.17726538160371855,0.5162634408602149
SCHW,98,Financials,64.44,0.4903064107590919,0.0,0.24723855855255483,1.6324535679374386
CHTR,99,Communication Services,608.51,1.2177012615977958,0.6789208717969546,0.3591956416706929,0.5448313782991201
CVX,100,Energy,103.31,,2.138180861701161,0.13621445112706795,0.41627565982404685
CMG,101,Consumer Discretionary,1449.06,2.1783322568582792,4.578355546014192,1.874348166536161,1.4018695014662754
CB,102,Financials,170.66,1.3090288562176304,0.2890743007889031,0.1278176698932076,0.43872189638318665
CHD,103,Consumer Staples,79.55,0.48069133135295705,0.7212323057671739,0.6027022974526431,0.8345918866080155
CI,104,Health Care,214.94,0.34633077548221264,0.33300067498699343,0.16233777052130016,0.09998778103616812
CINF,105,Financials,100.89,1.7885926864024417,0.37046728827359987,0.15487396498009096,0.4428030303030302
CTAS,106,Industrials,338.31,0.7135203225751282,1.0245180805613416,0.9208470086466853,1.0692570869990223
CSCO,107,Information Technology,45.74,0.36117620752946966,0.43441892129729015,0.4608899921696683,0.8243890518084065
C,108,Financials,68.6,0.4903064107590919,0.0,0.06810722556353398,0.3305718475073314
CFG,109,Financials,46.38,0.4903064107590919,0.0,0.08210186095330123,0.5285068426197458
CTXS,110,Information Technology,137.0,0.6453065019022888,0.6240129040493417,13.964780167602418,1.0917033235581621
CLX,111,Consumer Staples,183.29,0.4579533911286773,0.5481107133394062,1.558069406727421,0.6366568914956011
CME,112,Financials,200.7,0.8040962497495322,0.9001676830152772,0.248171534245206,3.005755131964809
CMS,113,Utilities,54.57,0.4903064107590919,0.0,0.24164070439664792,0.47749266862170076
KO,114,Consumer Staples,50.71,0.6571452641678228,0.9415101528487738,1.0010829182146843,1.354936461388074
CTSH,115,Information Technology,74.93,0.5479655677190082,0.45121429966714827,0.34146910351032106,0.4978983382209188
CL,116,Consumer Staples,76.64,0.46020839346496945,0.6427462106926449,5.519484197724205,0.8162267839687193
CMCSA,117,Communication Services,53.4,0.4401012892996973,0.5671670080282837,0.24910450993785713,0.48565493646138796
CMA,118,Financials,72.07,0.41416876243233675,0.38370979814214184,0.11662196158139379,0.6652248289345062
CAG,119,Consumer Staples,35.24,0.29164696882712643,0.37175924045589664,0.1893940656081835,0.30608504398826974
COP,120,Energy,54.67,,0.8846642568277159,0.1781983572963697,0.6244134897360702
ED,121,Utilities,66.65,0.4903064107590919,0.0,0.10449327757692885,0.3713831867057673
STZ,122,Consumer Staples,223.93,0.40965875775975236,0.6421002346014966,0.29575329457041466,1.0978250244379275
COO,123,Health Care,392.57,1.5337774224014213,3.5693408916404117,0.47021974909617975,1.6344941348973605
CPRT,124,Industrials,110.56,0.9707785057737983,2.4572930507284636,0.8984555920230578,2.3629765395894426
GLW,125,Information Technology,38.63,1.5444886834988092,1.0177353316042836,0.21365143361711345,0.5774804496578689
CTVA,126,Materials,46.41,0.9690872540215792,0.6734300750221933,0.12875064558585875,0.4999389051808406
COST,127,Consumer Staples,340.7,0.6573331810291805,0.7612828234183739,0.9199140329540342,0.17752932551319645
CCI,128,Real Estate,161.2,2.589118515786178,1.9808856835065283,0.6820052313279908,2.3935850439882693
CSX,129,Industrials,93.37,0.4874563383618338,0.8875711492378836,0.5233993635772953,1.3835043988269793
CMI,130,Industrials,259.12,0.4060883373939563,0.5684589602105805,0.3965146693767389,0.39791055718475066
CVS,131,Health Care,70.4,0.2803719571456654,0.2361042613147354,0.124085767122603,0.06937927663734114
DHI,132,Consumer Discretionary,80.05,0.2860094629863959,0.8924159699214964,0.21271845792446226,0.2713954056695992
DHR,133,Health Care,223.0,1.3054584358518346,1.170508677160877,0.38905086383552967,1.4692082111436948
DRI,134,Consumer Discretionary,138.78,,1.5400070012977543,0.6876030854838978,0.526466275659824
DVA,135,Health Care,102.89,0.30743198518117193,0.3007018704295741,0.6736084500941305,0.22650293255131965
DE,136,Industrials,345.66,0.9187255351777198,0.41859250706415474,0.7818336304416641,0.6019672531769306
DAL,137,Industrials,49.6,0.4903064107590919,0.0,0.8788631024773836,0.3775048875855327
XRAY,138,Health Care,54.0,,0.6702001945664514,0.2313779717774853,0.7223607038123167
DVN,139,Energy,22.27,,0.6504979237864256,0.25283641270846174,0.3570992179863147
DXCM,140,Health Care,405.64,5.368033061543617,4.618406063665392,1.990970128117555,4.172959433040077
FANG,141,Energy,73.8,,1.8135778758990961,0.10169435049897539,0.7652126099706744
DLR,142,Real Estate,135.15,2.645493574193483,0.7318909112711224,0.192192992686137,1.8507942326490712
DFS,143,Financials,97.96,0.5128251146451211,0.16375493910611608,0.2575012911717175,0.4734115347018572
DISCA,144,Communication Services,51.86,0.472986740037292,0.3782190013673805,0.2071206037685554,0.6815493646138806
DISCK,145,Communication Services,43.53,0.39706832804878744,0.31749724879943214,0.17353347883311399,0.5713587487781036
DISH,146,Communication Services,31.4,0.23978191509240548,0.20025258825599992,0.12128684004464955,0.2591520039100684
DG,147,Consumer Discretionary,192.61,0.3587332883318198,0.5190417892377288,0.6306915682321776,0.30608504398826974
DLTR,148,Consumer Discretionary,101.13,0.4692284028101383,0.47737633135865787,0.3190776868866934,0.19589442815249264
D,149,Utilities,71.17,,10.843031677971247,0.1931259683787881,0.7937805474095796
DPZ,150,Consumer Discretionary,364.59,0.0346706609204928,1.0522950524807222,0.0,0.7672531769305961
DOV,151,Industrials,125.5,0.5017380198250178,0.622720951867045,0.49727604418306315,0.557074780058651
DOW,152,Materials,63.69,0.738701181997058,0.25903641255050314,0.33960315212501874,0.2489491691104594
DTE,153,Utilities,123.9,0.4903064107590919,0.0,0.17913133298902087,0.3999511241446725
DUK,154,Utilities,87.34,0.4903064107590919,0.0,0.12688469420055645,0.7244012707722384
DRE,155,Real Estate,40.35,0.4903064107590919,0.0,0.2752278293320894,3.1037023460410555
DD,156,Materials,71.68,,0.5464957731115353,0.12875064558585875,0.5285068426197458
DXC,157,Information Technology,26.02,,1.67986082503138,0.10262732619162655,0.07550097751710654
EMN,158,Materials,113.37,0.6515077583270924,0.37983394159525147,0.23231094747013645,0.3734237536656891
ETN,159,Industrials,132.68,1.07939445163854,0.7021760110782965,0.33960315212501874,0.6121700879765395
EBAY,160,Consumer Discretionary,59.38,0.1446959832454171,0.7154185209468384,1.0645252653149626,0.8509164222873898
ECL,161,Materials,216.19,,1.4666887149524124,0.9516352065041733,1.0366080156402735
EIX,162,Utilities,56.47,0.4903064107590919,0.0,0.1278176698932076,0.31424731182795695
EW,163,Health Care,84.45,1.2207079313795188,2.6627134477136507,1.0757209736267763,2.4752077223851416
EA,164,Communication Services,137.68,0.6419239983978504,0.6766599554779352,0.4646218949402729,1.4508431085043987
EMR,165,Industrials,88.97,0.6169310558372784,0.5949439799476643,0.5569864885127367,0.6529814271749755
ENPH,166,Information Technology,180.87,3.7765651627053862,4.234696265523251,4.496009862885893,6.576747311827956
ETR,167,Utilities,89.97,0.4903064107590919,0.0,0.1520750379021375,0.3591397849462365
EOG,168,Energy,72.37,,0.6782748957058062,0.19592489545674158,0.6917521994134896
EFX,169,Industrials,170.7,0.9112088607234125,1.4221163646631738,0.6530829848558053,1.0366080156402735
EQIX,170,Real Estate,639.0,3.2988805011341524,14.869400654099143,0.50287389833897,1.9201735092864123
EQR,171,Real Estate,69.35,0.5319926345036049,0.5035383630501675,0.22391416623627608,2.124230205278592
ESS,172,Real Estate,270.13,0.7069432324276093,1.4347128984405673,0.26216616963497325,2.4139907135874874
EL,173,Consumer Staples,294.34,46.09281150439694,1.444079551762219,1.82490045482565,1.548790322580645
ETSY,174,Consumer Discretionary,209.1,2.1830301783922215,1.806795126942038,3.6768572047381833,4.075012218963831
EVRG,175,Utilities,54.55,0.3686928819837771,1.3562268033660383,0.1315495726638122,0.5183040078201367
ES,176,Utilities,80.11,0.4903064107590919,0.0,0.18286323575962546,0.6244134897360702
RE,177,Financials,244.72,0.4087191734529639,0.1227354573181935,0.09516352065041733,0.20813782991202343
EXC,178,Utilities,40.19,0.4903064107590919,0.0,0.10449327757692885,0.24078690127077218
EXPE,179,Consumer Discretionary,162.78,0.4903064107590919,0.0,0.5420588774303183,0.9019305962854348
EXPD,180,Industrials,92.06,0.5925018638607794,0.8100540183000771,0.5803108808290155,0.31628787878787873
EXR,181,Real Estate,127.1,0.7088224010411861,1.1614650118847996,0.5532545857421322,2.5772360703812316
XOM,182,Energy,56.7,0.4903064107590919,0.0,0.12128684004464955,0.2713954056695992
FFIV,183,Information Technology,189.5,0.7403924337492771,0.6169071670467096,0.45342618662845907,0.9896749755620721
FB,184,Communication Services,264.31,0.4917784261730605,1.0432513872046447,0.5476567315862253,1.8079423264907133
FAST,185,Industrials,46.9,0.591562279553991,0.923422822296619,0.918981057261383,0.9753910068426197
FRT,186,Real Estate,106.02,0.4903064107590919,0.0,0.2976192459557169,1.9528225806451611
FDX,187,Industrials,260.06,0.5318047176422472,0.7877678431554578,0.30601602718957727,0.18773216031280546
FIS,188,Information Technology,139.44,10.917969644881472,0.8523654522702965,0.16327074621395132,1.4181940371456498
FITB,189,Financials,36.25,0.6486890054067271,0.27389386264691606,0.10542625326957998,0.6346163245356793
FE,190,Utilities,34.25,0.4903064107590919,0.0,0.24164070439664792,0.3509775171065493
FRC,191,Financials,178.23,0.4903064107590919,0.0,0.25283641270846174,1.3977883675464318
FISV,192,Information Technology,119.07,2.3307328314193616,0.7228472459950449,0.229512020392183,1.1182306940371456
FLT,193,Information Technology,290.19,0.9583759929241912,0.5416509524279224,0.768771970744548,2.1507575757575754
FLIR,194,Information Technology,54.71,0.9790468476735366,0.986728479229161,0.3703913499825067,0.7896994134897359
FLS,195,Industrials,38.75,0.7355065953539773,0.709604736126503,0.2761608050247405,0.2713954056695992
FMC,196,Materials,104.97,0.5137646989519096,0.7328598754078449,0.428235842926878,0.6019672531769306
F,197,Consumer Discretionary,12.27,,0.08494585598601287,0.1520750379021375,0.07754154447702834
FTNT,198,Information Technology,169.85,1.5723003789797467,1.0965444147243868,3.605951052096696,2.238501955034213
FTV,199,Industrials,67.64,1.2584792205124133,0.49158780536392244,0.27709378071739166,0.7305229716520039
FBHS,200,Industrials,87.25,0.5919381132767063,0.5875152548994579,0.4301017943121803,0.4101539589442814
FOXA,201,Communication Services,34.04,0.2961569734997109,0.28649039642430957,0.17166752744781166,0.3326124144672531
FOX,202,Communication Services,32.74,0.28488196181824976,0.27550880287478696,0.16513669759925362,0.32036901270772233
BEN,203,Financials,27.93,0.5831060207928952,0.37369716872934183,0.11568898588874264,0.455046432062561
FCX,204,Materials,37.89,1.8256123080899056,1.693103334899922,0.30135114872632157,0.7937805474095796
GPS,205,Consumer Discretionary,25.95,,0.3888776068713289,0.3815870582943205,0.1428396871945259
GRMN,206,Consumer Discretionary,128.45,0.7037486457845287,0.8365390380371609,0.41610715892241307,1.2018939393939392
IT,207,Information Technology,183.16,2.1116217710763014,0.8710987589135997,1.4722356430035153,0.8203079178885628
GD,208,Industrials,168.06,0.42055793571849803,0.5406819882911997,0.28642353764390316,0.2611925708699902
GE,209,Industrials,13.12,0.43258461484538985,1.865255963190967,0.2892224647218566,0.29384164222873893
GIS,210,Consumer Staples,56.2,0.27078819721642344,0.3585167305873547,0.36199456874864633,0.38566715542521984
GM,211,Consumer Discretionary,52.9,0.41586001418455587,0.2583904364593547,0.1390133782050214,0.1265151515151515
GPC,212,Consumer Discretionary,106.31,,0.3559328262227612,0.4711527247888309,0.18569159335288365
GILD,213,Health Care,63.71,,0.3210501173007483,0.42636989154157573,0.6631842619745845
GL,214,Financials,98.32,0.3771491407448729,0.25096171141114826,0.11755493727404494,0.455046432062561
GPN,215,Information Technology,204.27,2.8646046345365432,2.1869520565828635,0.20432167669060192,1.6875488758553272
GS,216,Financials,330.64,0.32622367131694036,0.2651731854164128,0.1147560101960915,0.5427908113391984
GWW,217,Industrials,385.57,0.746969523896796,0.7784011898338062,0.8126218282991521,0.3591397849462365
HAL,218,Energy,22.27,,0.44023270611762566,0.3694583742898555,0.27751710654936457
HBI,219,Consumer Discretionary,18.25,,0.5258245381947869,0.7295869916531996,0.19793499511241444
HIG,220,Financials,53.15,0.30367364795401824,0.17279860438219347,0.0998283991136731,0.18977272727272726
HAS,221,Consumer Discretionary,90.91,2.009770832220436,0.6356404736900126,0.4142412075371108,0.4672898338220918
HCA,222,Health Care,175.43,0.4848255023028262,0.1631089630149677,4.263698915415757,0.23874633431085038
PEAK,223,Real Estate,31.3,1.15324577815211,5.337700441159121,0.21365143361711345,2.0589320625610945
HSIC,224,Health Care,65.01,0.6712390287696491,0.5474647372482578,0.21645036069506687,0.18773216031280546
HSY,225,Consumer Staples,147.57,0.45381922017880816,0.7926126638390707,1.2809756260100296,0.7733748778103616
HES,226,Energy,68.8,0.4903064107590919,0.0,0.28642353764390316,0.8896871945259042
HPE,227,Information Technology,14.84,,1.1075260082739093,0.11102410742548689,0.14488025415444766
HLT,228,Consumer Discretionary,127.26,0.0346706609204928,1.7321848884143995,0.0,1.6834677419354835
HFC,229,Energy,38.45,,1.013213498966245,0.09889542342102194,0.10202834799608991
HOLX,230,Health Care,75.15,0.5098184448633981,0.5051533032780385,0.552321610049481,0.8896871945259042
HD,231,Consumer Discretionary,259.97,0.42262502119343254,0.500954458685574,17.001616047181912,0.4570869990224829
HON,232,Industrials,211.03,0.5900589446631295,0.9046895156533159,0.7715708978225013,0.9386608015640272
HRL,233,Consumer Staples,46.88,0.7221644981975818,1.085562821174864,0.36759242290455324,0.5407502443792765
HST,234,Real Estate,17.12,0.4903064107590919,0.0,0.17539943021841625,1.5243035190615832
HWM,235,Industrials,30.14,,,0.34053612781766984,
HPQ,236,Information Technology,27.97,0.0346706609204928,0.3430133043997934,0.0,0.14488025415444766
HUM,237,Health Care,381.4,0.2833786269273883,0.35044202944799985,0.3340052979691118,0.1346774193548387
HBAN,238,Financials,16.22,0.7088224010411861,0.29876394215612895,0.11942088865934725,0.6529814271749755
HII,239,Industrials,188.1,0.32190158350571363,0.3333236630325676,0.37412325275311126,0.16732649071358746
IEX,240,Industrials,197.93,1.0247106449834538,0.9570135790363351,0.583109807906969,1.3080034213098728
IDXX,241,Health Care,532.88,1.4924357129027308,2.7583179092036123,6.713693084317677,3.481207233626588
INFO,242,Industrials,91.16,0.7894387345636328,0.8817573644175482,0.39558169368408774,1.7426441837732156
ITW,243,Industrials,203.45,0.5767168475067339,0.8103770063456514,1.8892757776185793,1.0508919843597262
ILMN,244,Health Care,461.05,1.9470066005269697,2.4734424530071735,1.3378871432617496,4.299474584555229
INCY,245,Health Care,80.61,0.4903064107590919,0.0,0.63255751961748,1.3488147605083087
IR,246,Industrials,48.1,,1.00513879782689,0.21178548223181112,0.8182673509286411
INTC,247,Information Technology,63.19,0.24034566567647853,0.4127787222438192,0.29575329457041466,0.7060361681329422
ICE,248,Financials,111.46,0.7402045168879194,0.8084390780722062,0.29855222164836814,2.0834188660801565
IBM,249,Information Technology,123.21,0.4904630081435567,0.26420422127969023,0.48048248171534247,0.30608504398826974
IP,250,Materials,50.8,1.1500511915090295,0.29876394215612895,0.26216616963497325,0.19793499511241444
IPG,251,Communication Services,27.0,0.8456258761095805,0.27227892241904506,0.3554637389000883,0.23874633431085038
IFF,252,Materials,138.15,0.9833689354847632,0.908242384154632,0.22671309331422954,0.6305351906158356
